id,CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,"CUISINE DESCRIPTION",Starred
1740,40918389,"HOTEL GIRAFFE",MANHATTAN,365,"PARK AVENUE SOUTH",10016,2126857700,American,FALSE
1741,41252214,"LAZY POINT",MANHATTAN,310,"SPRING STREET",10013,2124637406,American,FALSE
1742,41390433,ARROW,MANHATTAN,85,"AVENUE A",10009,2126731775,American,FALSE
1743,41705612,"PEACEFOOD CAFE DOWNTOWN",MANHATTAN,41,"EAST   11 STREET",10003,2129792288,Vegetarian,FALSE
1744,40758830,"JALAPENO DELI",MANHATTAN,1629,"LEXINGTON AVENUE",10029,2128282803,Mexican,FALSE
1745,41250025,"YUNG SUN SEAFOOD RESTAURANT",MANHATTAN,47,"EAST BROADWAY",10002,2123469888,Chinese,FALSE
1746,50015835,"KAPPO MASA",MANHATTAN,976,"MADISON AVE",10075,2128239807,Japanese,FALSE
1747,50001633,"MARYMOUNT COLLEGE NUGENTS CAFE",MANHATTAN,221,"EAST 71ST STREET",10021,2125170586,American,FALSE
1748,50019063,"VILLAGE NATURAL",MANHATTAN,46,"GREENWICH AVE",10011,2127270968,Vegetarian,FALSE
1749,41538728,"BOWLMOR LANE",MANHATTAN,222,"WEST   44 STREET",10036,2126800012,American,FALSE
1750,41722812,"DIG INN",MANHATTAN,350,"HUDSON STREET",10014,2125457867,American,FALSE
1751,41384154,"THE STANDARD GRILL AND BIERGARTEN",MANHATTAN,848,"WASHINGTON STREET",10014,2126454100,American,FALSE
1752,41434036,"CANCUN MEXICAN RESTAURANT",MANHATTAN,937,"8 AVENUE",10019,2123077307,Mexican,FALSE
1753,41707137,"NEW RANCHITO",MANHATTAN,924,"AMSTERDAM AVENUE",10025,2126787923,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
1754,40528441,SWIFT,MANHATTAN,34,"EAST    4 STREET",10003,2122603600,Irish,FALSE
1755,50006668,"LA LOMITA MEXICAN DELI",MANHATTAN,3866-3868,"10TH AVE",10034,2125679330,Mexican,FALSE
1756,40876068,"RE: SOURCES",MANHATTAN,1675,BROADWAY,10019,2124683118,American,FALSE
1757,41706329,"A SAFFRON THREAD",MANHATTAN,98,"CHAMBERS STREET",10007,2126760313,Indian,FALSE
1758,41683431,"THE CONFESSION BOX",MANHATTAN,304,"EAST   78 STREET",10075,2127379520,American,FALSE
1759,41444879,"GRAND BO KY RESTAURANT",MANHATTAN,214216,"GRAND STREET",10013,2122199228,Chinese,FALSE
1760,50055396,MCDONALD'S,MANHATTAN,136,"W 3RD ST",10012,2126742626,American,FALSE
1761,50017934,BARLEYCORN,MANHATTAN,23,"PARK PL",10007,2129331506,American,FALSE
1762,50046134,"AKINA SUSHI",MANHATTAN,424A,"E 14TH ST",10009,2123881127,Japanese,FALSE
1763,40538662,MCDONALD'S,MANHATTAN,4040,BROADWAY,10032,2129239582,Hamburgers,FALSE
1764,50003545,"THE WAYFARER",MANHATTAN,101,"W 57TH ST",10019,2126910030,Seafood,FALSE
1765,50001256,"HAN DYNASTY",MANHATTAN,90,"3RD AVE",10003,2123908685,Chinese,FALSE
1766,41401251,"JUST SALAD",MANHATTAN,663,"LEXINGTON AVE",10022,2122441111,Salads,FALSE
1767,41228172,NATSUMI,MANHATTAN,226,"WEST   50 STREET",10019,2122582988,Japanese,FALSE
1768,41040475,"GRAMERCY  ALE HOUSE",MANHATTAN,272,"3 AVENUE",10010,2122601129,American,FALSE
1769,50002375,SUBWAY,MANHATTAN,2039,BROADWAY,10023,2127693100,Sandwiches,FALSE
1770,40534810,"CROWN DELI",MANHATTAN,1674,BROADWAY,10019,2129568410,American,FALSE
1771,41478031,"GUY & GALLARD",MANHATTAN,240,"WEST   40 STREET",10018,2123021028,American,FALSE
1772,50012200,"MURRAY'S FALAFEL AND GRILL",MANHATTAN,261,"1ST AVE",10003,2125331956,Jewish/Kosher,FALSE
1773,41328516,"SUTTON BAR ROOM",MANHATTAN,1074,"1 AVENUE",10022,2129809850,American,FALSE
1774,41001763,"ORIENTAL GARDEN RESTAURANT",MANHATTAN,14,"ELIZABETH STREET",10013,2126190085,Chinese,FALSE
1775,50015250,"PETITE BLUE DOG CAFE",MANHATTAN,119,"W 56TH ST",10019,2124591241,CafÃƒÂ©/Coffee/Tea,FALSE
1776,40403999,"CITY COLLEGE CAFETERIA",MANHATTAN,138,"ST CONVENT AVE",10031,2126506771,American,FALSE
1777,50044165,"CAFFE BENE",MANHATTAN,24,"SAINT MARKS PL",10003,2126039306,CafÃƒÂ©/Coffee/Tea,FALSE
1778,50033683,"CASA AGAVE MEXICAN BAR & GRILL",MANHATTAN,693,"9TH AVE",10036,2122652229,Mexican,FALSE
1779,41096634,"BOSTON MARKET",MANHATTAN,885,"10 AVENUE",10019,2122624694,American,FALSE
1780,40404069,"MUTUAL OF AMERICA",MANHATTAN,320,"PARK AVENUE",10022,2122241059,American,FALSE
1781,40602670,SOBA-YA,MANHATTAN,229,"EAST    9 STREET",10003,2125336966,Japanese,FALSE
1782,40763881,GNOCCO,MANHATTAN,337,"EAST   10 STREET",10009,2126771913,Italian,FALSE
1783,41491905,"HILL COUNTRY CHICKEN",MANHATTAN,1123,BROADWAY,10010,2122576446,Chicken,FALSE
1784,41584066,"TASTI D-LITE",MANHATTAN,1221,"3 AVENUE",10021,2122887088,"Ice Cream, Gelato, Yogurt, Ices",FALSE
1785,41447792,"FRESH & CO",MANHATTAN,363,"7 AVENUE",10001,2123337374,American,FALSE
1786,41427945,"EL PORRON",MANHATTAN,1123,"1 AVENUE",10065,2122078349,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
1787,41250025,"YUNG SUN SEAFOOD RESTAURANT",MANHATTAN,47,"EAST BROADWAY",10002,2123469888,Chinese,FALSE
1788,50002109,"DUNKIN' DONUTS",MANHATTAN,4030,BROADWAY,10032,2129232222,Donuts,FALSE
1789,41699626,"DAVIDS TEA",MANHATTAN,688,"6 AVENUE",10010,2122290002,CafÃƒÂ©/Coffee/Tea,FALSE
1790,41014823,"FAT CAT BILLIARDS",MANHATTAN,75,"CHRISTOPHER STREET",10014,2126756056,American,FALSE
1791,41259512,"PUBLIC HOUSE",MANHATTAN,622,"3 AVENUE",10017,2126823710,American,FALSE
1792,40933602,"PIZZA PETE'S",MANHATTAN,528,"COLUMBUS AVENUE",10024,2127873153,Pizza,FALSE
1793,41029257,"GOLDEN KRUST CARIBBEAN BAKERY & GRILL",MANHATTAN,47,"WEST   14 STREET",10011,2126270851,Caribbean,FALSE
1794,40364439,"SEVILLA RESTAURANT",MANHATTAN,62,"CHARLES STREET",10014,2129293189,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
1795,41365332,"DUNKIN' DONUTS",MANHATTAN,1443,"YORK AVENUE",10075,2124521026,Donuts,FALSE
1796,40930516,"RAVAGH PERSIAN GRILL",MANHATTAN,11,"EAST   30 STREET",10016,2126960300,Iranian,FALSE
1797,50033167,"LA VILLETTA",MANHATTAN,398,"E 52ND ST",10022,2128290003,Italian,FALSE
1798,50044055,"LA CARIDAD 78",MANHATTAN,2199,BROADWAY,10024,2128742780,Chinese/Cuban,FALSE
1799,50017701,"THE KUNJIP",MANHATTAN,32,"W 32ND ST",10001,2122169487,Korean,FALSE
1800,41309763,"THE COSMOPOLITAN CLUB",MANHATTAN,122,"EAST   66 STREET",10065,2127345950,American,FALSE
1801,41626041,"GENES @ BARNEYS",MANHATTAN,660,"MADISON AVENUE",10065,2124508606,American,FALSE
1802,50064456,"JOHN'S OF 12TH STREET",MANHATTAN,302,"E 12TH ST",10003,2124759531,Italian,FALSE
1803,41417760,"PYE BOAT NOODLE",MANHATTAN,1711,"2 AVENUE",10128,2124273077,Thai,FALSE
1804,41562538,"SOUTHERN HOSPITALITY",MANHATTAN,645,"9 AVENUE",10036,2122651000,Barbecue,FALSE
1805,41542299,"SOCARRAT NOLITA",MANHATTAN,284,"MULBERRY STREET",10012,2122190101,Spanish,FALSE
1806,50050185,"LADY M CONFECTIONS",MANHATTAN,1178,BROADWAY,10001,2015668111,CafÃƒÂ©/Coffee/Tea,FALSE
1807,50009095,"TOWN TENNIS MEMBERS CLUB",MANHATTAN,430,"E 56TH ST",10022,2127524059,American,FALSE
1808,50051746,"PENG'S NOODLE FOLK",MANHATTAN,1659,"1ST AVE",10028,2123482878,Asian,FALSE
1809,50035125,"UPTOWN JUICE & VEG",MANHATTAN,52,"E 125TH ST",10035,2129872660,American,FALSE
1810,41410214,"TRATTORIA PESCHE PASTA",MANHATTAN,262,"BLEECKER ST BSMT &1/FL",10014,2126452993,Italian,FALSE
1811,50018662,"AUGUST GATHERINGS",MANHATTAN,266,"CANAL ST",10013,2122741535,Chinese,FALSE
1812,40402418,"NEW YORK JR. LEAGUE",MANHATTAN,130,"EAST   80 STREET",10075,2122886220,CafÃƒÂ©/Coffee/Tea,FALSE
1813,40582103,"MAMA'S FRIED CHICKEN",MANHATTAN,2158,"8 AVENUE",10026,2125314595,Chicken,FALSE
1814,40516149,"AZUSA OF JAPAN",MANHATTAN,3,"EAST   44 STREET",10017,2126810001,Japanese,FALSE
1815,41623190,"MIKE'S NOODLE HOUSE",MANHATTAN,80,"NASSAU STREET",10038,2129644625,Asian,FALSE
1816,41310519,"LANTERN THAI",MANHATTAN,311,"2 AVENUE",10003,2127772770,Thai,FALSE
1817,40721285,DOMINO'S,MANHATTAN,153,"EAST  116 STREET",10029,2128311024,Pizza,FALSE
1818,41014952,"CORTE CAFE",MANHATTAN,2,"LAFAYETTE STREET",10007,2127663200,Delicatessen,FALSE
1819,41523649,"OUR PLACE CHINA CHALET",MANHATTAN,242,"EAST   79 STREET",10075,2122884888,Chinese,FALSE
1820,41622000,"BARRIO 47",MANHATTAN,47,"8 AVENUE",10014,2122553900,French,FALSE
1821,41664553,"THE NATIONAL",MANHATTAN,125,"EAST   50 STREET",10022,2127152400,American,FALSE
1822,41595314,"PITA GRILL",MANHATTAN,1083,"2 AVENUE",10022,2127501122,Jewish/Kosher,FALSE
1823,41572581,"MOLE CANTINA MEXICANA",MANHATTAN,1735,"2 AVENUE",10128,2122898226,Mexican,FALSE
1824,50042162,"MILE 17",MANHATTAN,1446,"1ST AVE",10021,2127721734,American,FALSE
1825,41705370,"AKIMOTO SUSHI",MANHATTAN,187,"CHURCH STREET",10007,2127663351,Japanese,FALSE
1826,40511243,"CITY CRAB SHACK",MANHATTAN,10,"EAST   16 STREET",10003,2125293800,Seafood,FALSE
1827,50057459,"LITTLE ITALY PIZZA",MANHATTAN,696,"9TH AVE",10036,2125947817,Pizza,FALSE
1828,40929887,"JIMMYS AMERICAN GRILL & BAR",MANHATTAN,990,"6 AVENUE",10018,2122442211,American,FALSE
1829,50056876,"SPICE GRILL",MANHATTAN,199,"8TH AVE",10011,2122436800,Indian,FALSE
1830,41680586,"59 CHINA",MANHATTAN,59,"NASSAU ST",10038,2127329250,Chinese,FALSE
1831,50004619,"TASTY DUMPLING",MANHATTAN,42,"MULBERRY ST",10013,2123490070,Chinese,FALSE
1832,50037042,COCO,MANHATTAN,1384,BROADWAY,10018,2123322525,"Juice, Smoothies, Fruit Salads",FALSE
1833,40396464,ESS-A-BAGEL,MANHATTAN,831,"THIRD AVENUE",10022,2129801010,Bagels/Pretzels,FALSE
1834,50039052,"CHELSEA BAGEL",MANHATTAN,800,"2ND AVE",10017,2123687777,Bagels/Pretzels,FALSE
1835,41466825,"DUNKIN' DONUTS",MANHATTAN,101,"WEST   23 STREET",10011,2126754040,Donuts,FALSE
1836,41426887,"MANNY'S ON SECOND",MANHATTAN,1770,"2 AVENUE",10128,2124103300,American,FALSE
1837,41703965,"GO GO CURRY",MANHATTAN,12,"JOHN STREET",10038,2124065555,Japanese,FALSE
1838,50036094,"FOOD PASSION",MANHATTAN,1200,"LEXINGTON AVE",10028,2128612766,Continental,FALSE
1839,50001103,"CRISPIN'S HELL'S KITCHEN",MANHATTAN,764,"10TH AVE",10019,2125860888,American,FALSE
1840,41591831,"LA OAXAQUENA RESTAURANT",MANHATTAN,1969,"AMSTERDAM AVENUE",10032,2122837752,Mexican,FALSE
1841,41678092,"OPAI THAI",MANHATTAN,722,"AMSTERDAM AVENUE",10025,2128668989,Thai,FALSE
1842,40634203,"HOT & CRUSTY BAGELS CAFE",MANHATTAN,1276,"LEXINGTON AVENUE",10028,2124262111,Bagels/Pretzels,FALSE
1843,41534897,"VILLAGE 38",MANHATTAN,575,"8 AVENUE",10018,2122447800,American,FALSE
1844,41466809,"DINA RATA AT ANDAZ HOTEL",MANHATTAN,75,"WALL STREET",10005,2126991692,American,FALSE
1845,50007714,"JOE JR. RESTAURANT",MANHATTAN,167,"3RD AVE",10003,2124735150,American,FALSE
1846,50000005,"LA RUBIA RESTAURANT",MANHATTAN,3517,BROADWAY,10031,2126941616,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
1847,41252132,"EUROPAN CAFE",MANHATTAN,2197,BROADWAY,10024,2124966100,CafÃƒÂ©/Coffee/Tea,FALSE
1848,50064654,"ANPANMAN BAKERY CAFE",MANHATTAN,83,"CANAL ST",10002,2123438077,Chinese,FALSE
1849,41712926,BEVERLY'S,MANHATTAN,21,"ESSEX STREET",10002,2033055634,American,FALSE
1850,50067286,"BLUE DOG CAFE",MANHATTAN,155,"W 56TH ST",10019,2124592520,CafÃƒÂ©/Coffee/Tea,FALSE
1851,41628421,KFC,MANHATTAN,1922,"3 AVENUE",10029,2124230599,American,FALSE
1852,50046273,"BREADS BAKERY",MANHATTAN,1890,BROADWAY,10023,2126971463,Bakery,FALSE
1853,50041058,"TACOS GRAND CENTRAL",MANHATTAN,134,"E 27TH ST",10016,2128899090,Mexican,FALSE
1854,41601678,"GOOGLE CHELSEA MARKET",MANHATTAN,75,"9 AVENUE",10011,2125654428,American,FALSE
1855,41049312,VILLA,MANHATTAN,263,"WEST   42 STREET",10036,2123022941,Pizza/Italian,FALSE
1856,50002474,PAGANI,MANHATTAN,289,"BLEECKER ST",10014,2124885800,Italian,FALSE
1857,50002470,"PIZZETTERIA BRUNETTI",MANHATTAN,626,"HUDSON STREET",10014,2122555699,Pizza,FALSE
1858,41223834,"CHIPOTLE MEXICAN GRILL",MANHATTAN,350,"5 AVENUE",10118,2126950412,Mexican,FALSE
1859,41403291,ARDESIA,MANHATTAN,510,"WEST   52 STREET",10019,2122479191,American,FALSE
1860,40378874,"TERRA BLUES",MANHATTAN,149,"BLEEKER STREET",10012,2127777776,American,FALSE
1861,50019201,"CHARLEY'S GRILLED SUBS",QUEENS,9015,"QUEENS BLVD",11373,2012335992,"Sandwiches/Salads/Mixed Buffet",FALSE
1862,40965172,"L'AILE OU LA CUISSE (L'A.O.C)",MANHATTAN,314,"BLEECKER ST",10014,2126759463,French,FALSE
1863,50011721,"TANG'S GARDEN",MANHATTAN,1328,"3RD AVE",10021,2122492102,Chinese,FALSE
1864,41480432,"GINO'S PIZZA",MANHATTAN,81,"CATHERINE STREET",10038,2129644533,Pizza,FALSE
1865,41338303,"CAFE BRAVO/ POMODORO PIZZA/PLANET GYRO",MANHATTAN,94,"GREENWICH STREET",10006,2124064444,American,FALSE
1866,40400641,"TOUCH OF DEE'S",MANHATTAN,657,"LENOX AVENUE",10037,2126949530,American,FALSE
1867,50010874,"LITTLE ITALY PIZZA",MANHATTAN,214,"W 92ND ST",10025,2125947817,Pizza/Italian,FALSE
1868,40723644,"TEN DEGREES",MANHATTAN,121,"ST MARKS PLACE",10009,2123588600,American,FALSE
1869,41494859,SUBWAY,MANHATTAN,1,"IRVING PLACE",10003,2127777088,Sandwiches,FALSE
1870,40579607,"PAUL & JIMMY'S RESTAURANT",MANHATTAN,123,"EAST   18 STREET",10003,2124759540,Italian,FALSE
1871,50011222,"ABACKY POTLUCK",MANHATTAN,253,"W 26TH ST",10001,2129293809,Asian,FALSE
1872,41669112,"LA VIE EN SZECHUAN RESTAURANT",MANHATTAN,14,"EAST   33 STREET",10016,2126832779,Chinese,FALSE
1873,41455503,"CAFE ANGELIQUE EXPRESS",MANHATTAN,575,BROADWAY,10012,2123432433,CafÃƒÂ©/Coffee/Tea,FALSE
1874,41668452,SBARRO,MANHATTAN,159,"WEST   33 STREET",10001,2125641909,Pizza/Italian,FALSE
1875,41318801,"CHARLOTTE RESTAURANT BAR & LOUNGE",MANHATTAN,145,"WEST 44 STREET",10036,2127684400,American,FALSE
1876,41599164,"DEL FRISCO'S GRILLE",MANHATTAN,60,"ROCKEFELLER PLAZA",10020,2127670371,American,FALSE
1877,41467392,"POPEYES LOUISIANA KITCHEN",MANHATTAN,240,"WEST   40 STREET",10018,2127647071,American,FALSE
1878,41545743,"HAPPY STAR BAKERY",MANHATTAN,160,"EAST BROADWAY",10002,2126088899,Bakery,FALSE
1879,41689822,"PIG AND KHAO",MANHATTAN,68,"CLINTON STREET",10002,2129204485,Thai,FALSE
1880,41309387,"NEW TACO EXPRESS",MANHATTAN,130,"EAST 28 STREET",10016,2126798866,Tex-Mex,FALSE
1881,41606738,BARKOGI,MANHATTAN,957,"2 AVENUE",10022,2123088810,Asian,FALSE
1882,50007046,"FRENCH DINER",MANHATTAN,188,"ORCHARD ST",10002,2127771577,French,FALSE
1883,40994117,"OLIVA GOURMET / 225 BISTRO",MANHATTAN,225,BROADWAY,10007,2129644496,American,FALSE
1884,41281518,"MOODY'S CAFETERIA",MANHATTAN,250,"GREENWICH STREET",10007,2125530318,American,FALSE
1885,41279957,LELABAR,MANHATTAN,422,"HUDSON STREET",10014,2122060594,American,FALSE
1886,40483597,"RICHARD ROGERS THEATRE",MANHATTAN,226,"WEST   46 STREET",10036,2123454624,American,FALSE
1887,41235974,"JIMBOS HAMBURGER",MANHATTAN,3869,"10 AVENUE",10034,2129421642,Hamburgers,FALSE
1888,40983698,"YUCA BAR & RESTAURANT",MANHATTAN,111,"AVENUE A",10009,2129829533,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
1889,40739412,APPLEBEE'S,MANHATTAN,234,"WEST   42 STREET",10036,2123917414,American,FALSE
1890,40680918,"ELI'S TABLE",MANHATTAN,1411,"3 AVENUE",10028,2127179798,American,FALSE
1891,50018106,"ONCE UPON A TART",MANHATTAN,135,"SULLIVAN ST",10012,2123878869,American,FALSE
1892,50059373,"CHARLES PAN FRIED CHICKEN",MANHATTAN,2461,"FREDERICK DOUGLASS BLVD",10027,2122811800,"Soul Food",FALSE
1893,40367179,"TWINS PUB",MANHATTAN,421,"9 AVENUE",10001,2126431688,Irish,FALSE
1894,41522848,"MANNA'S RESTAURANT",MANHATTAN,2353,"8 AVENUE",10027,2127499084,"Soul Food",FALSE
1895,50015564,"ST GEORGE TAVERN RESTAURANT & BAR",MANHATTAN,103,"WASHINGTON ST",10006,2122409868,Asian,FALSE
1896,41036474,"PETITE ABEILLE",MANHATTAN,401,"EAST   20 STREET",10010,2127271505,French,FALSE
1897,40367715,"LA BONNE SOUPE BISTRO",MANHATTAN,48,"WEST   55 STREET",10019,2125867650,French,FALSE
1898,40386970,"T & G WHITNEY'S",MANHATTAN,244,"EAST   53 STREET",10022,2128885772,American,FALSE
1899,41230012,"SUNFLOWER DINER",MANHATTAN,359,"3 AVENUE",10016,2125328171,American,FALSE
1900,40582335,"THE VILLAGE LANTERN",MANHATTAN,167,"BLEECKER STREET",10012,2122607993,American,FALSE
1901,41493180,"ARTICHOKE BASILLE'S PIZZA & BAR",MANHATTAN,457,"WEST   17 STREET",10011,2127929200,Pizza/Italian,FALSE
1902,40381420,"VILLAGE YOKOCHO",MANHATTAN,6,"STUYVESANT STREET",10003,2125983041,Japanese,FALSE
1903,50002703,"VINO LEVANTINO",MANHATTAN,210,"WEST 94TH STREET",10025,2122803333,Mediterranean,FALSE
1904,40393742,"POPEYES LOUISIANA KITCHEN/DUNKIN DONUTS",MANHATTAN,321,"WEST  125 STREET",10027,2129329636,Chicken,FALSE
1905,50060418,"DANISH GOURMET GRILL",MANHATTAN,721,"2ND AVE",10016,2125340808,"Sandwiches/Salads/Mixed Buffet",FALSE
1906,41569116,"TAPROOM NO. 307",MANHATTAN,307,"3 AVENUE",10010,2127254766,American,FALSE
1907,41237280,"SEVEN TURKISH GRILL",MANHATTAN,158,"WEST   72 STREET",10023,2127244700,Turkish,FALSE
1908,41294017,DUKE'S,MANHATTAN,"1596 1598","2ND  AVENUE",10028,2127172020,American,FALSE
1909,50044992,"DUNKIN DONUTS",MANHATTAN,NKA,"8TH AVE & 31ST ST",10001,2126433431,Donuts,FALSE
1910,40396927,"MANHATTAN ESPRESSO",MANHATTAN,146,"EAST   49 STREET",10017,2128323010,CafÃƒÂ©/Coffee/Tea,FALSE
1911,41299712,MISO-YA,MANHATTAN,129,"2 AVENUE",10003,2126774825,Japanese,FALSE
1912,40364576,"TOUT VA BIEN",MANHATTAN,311,"WEST   51 STREET",10019,2122650190,French,FALSE
1913,41709840,"THE DAKOTA BAR",MANHATTAN,53,"WEST   72 STREET",10023,2127870700,American,FALSE
1914,40958170,"SOHO HOUSE",MANHATTAN,2935,"9 AVENUE",10014,2126279800,American,FALSE
1915,41345732,"JOE: THE ART OF COFFEE",MANHATTAN,405,"WEST   23 STREET",10011,2122060669,CafÃƒÂ©/Coffee/Tea,FALSE
1916,40999193,"KO SUSHI",MANHATTAN,1329,"2 AVENUE",10021,2124391678,Japanese,FALSE
1917,50013014,"BE JUICE",MANHATTAN,93,"3RD AVE",10003,2124886586,"Juice, Smoothies, Fruit Salads",FALSE
1918,41554863,"FU ON KITCHEN",MANHATTAN,2419,"ADAM CLAYTON POWELL JR BOULEVARD",10030,2128625660,Chinese,FALSE
1919,50001750,"EL VEZ",MANHATTAN,259,"VESEY ST",10282,2122332500,Mexican,FALSE
1920,41544542,"PRET A MANGER",MANHATTAN,389,"5 AVENUE",10016,2124018686,"Soups & Sandwiches",FALSE
1921,41271036,"CHIPOTLE MEXICAN GRILL",MANHATTAN,2843,BROADWAY,10025,2122221712,Mexican,FALSE
1922,50014414,"BURGER HEAVEN",MANHATTAN,20,"E 49TH ST",10017,2127552166,American,FALSE
1923,40373656,"KEENS STEAKHOUSE",MANHATTAN,72,"WEST 36th STREET",10018,2129473636,Steak,FALSE
1924,40546350,"SWEET CHEF SOUTHERN STYLES BAKERY",MANHATTAN,122,"HAMILTON PLACE",10031,2128625909,Bakery,FALSE
1925,41313211,"AFRICAN AMERICAN BEST FOOD",MANHATTAN,410,"LENOX AVENUE",10037,2126908052,African,FALSE
1926,41689516,"MARCHE MADISON",MANHATTAN,9,"EAST   40 STREET",10016,2127251420,American,FALSE
1927,40395093,"COYOTE UGLY",MANHATTAN,153,"FIRST AVENUE",10003,2124774431,American,FALSE
1928,40944804,"BLAGGARD'S PUB",MANHATTAN,8,"WEST   38 STREET",10018,2123822611,Irish,FALSE
1929,40711561,"MAKE MY CAKE",MANHATTAN,2380,"ADAM CLAYTON POWELL BOULEVARD",10030,2122342344,Bakery,FALSE
1930,50011722,"OLD TBILISI",MANHATTAN,174,"BLEECKER ST",10012,2124706064,Mediterranean,FALSE
1931,50018738,"KISS MY SLICE",MANHATTAN,274,"W 40TH ST",10018,2123919524,Pizza,FALSE
1932,41595905,"TRATTORIA SPAGHETTO",MANHATTAN,232,"BLEECKER STREET",10014,2122556752,Italian,FALSE
1933,40862481,"MARIA PIA",MANHATTAN,319,"WEST   51 STREET",10019,2127656463,Italian,FALSE
1934,50008437,"BLUE RIBBON",MANHATTAN,97,"SULLIVAN ST",10012,2122740404,American,FALSE
1935,40635781,"CARAVAN OF DREAMS",MANHATTAN,405,"EAST    6 STREET",10009,2122541613,Vegetarian,FALSE
1936,50018785,MIDO,MANHATTAN,612,"AMSTERDAM AVE",10024,2127210566,Asian,FALSE
1937,41580082,"THE LEOPARD AT DES ARTISTES",MANHATTAN,1,"WEST   67 STREET",10023,2127878767,Italian,FALSE
1938,50058919,"CHARLIE PALMER STEAK NEW YORK",MANHATTAN,45,"W 38TH ST",10018,2123023838,American,FALSE
1939,41321677,"THAI GRILL SUSHI BAR",MANHATTAN,137,"EAST   45 STREET",10017,2125818808,Thai,FALSE
1940,41060193,DUDLEYS,MANHATTAN,85,"ORCHARD STREET",10002,2129257355,Australian,FALSE
1941,41661329,"SINIGUAL RESTAURANT",MANHATTAN,150,"East 42nd Street",10017,2122860250,Mexican,FALSE
1942,40423654,"HUNGARIAN PASTRY SHOP",MANHATTAN,1030,"AMSTERDAM AVENUE",10025,2128664230,"Eastern European",FALSE
1943,40796892,"MUZZARELLA PIZZA",MANHATTAN,221,"AVENUE A",10009,2126140905,Pizza,FALSE
1944,50040258,"OPEN KITCHEN",MANHATTAN,123,"WILLIAM ST",10038,2123467066,American,FALSE
1945,41540996,"MEDI WINEBAR",MANHATTAN,811,"9 AVENUE",10019,2125861201,Mediterranean,FALSE
1946,41349736,"THE GRISLY PEAR",MANHATTAN,107,"MACDOUGAL STREET",10012,2125293808,American,FALSE
1947,50001789,"RESTAURANTE & PANADERIA GUATELINDA",QUEENS,170-18,"JAMAICA AVE",11432,2124706169,Spanish,FALSE
1948,41718128,"MAY WAH FAST FOOD",MANHATTAN,190,"HESTER STREET",10013,2129256776,Chinese,FALSE
1949,50059030,"SIX HAPPINESS",MANHATTAN,711,"2ND AVE",10016,2129730885,Chinese,FALSE
1950,41232711,"HANG CHOU RESTAURANT",MANHATTAN,2266,"3 AVENUE",10035,2125345266,Chinese,FALSE
1951,50067531,,BROOKLYN,264,"BUTLER ST",11217,2017230073,Other,FALSE
1952,41198297,"HEARST GOOD HOUSEKEEPING INSTITUTE",MANHATTAN,300,"WEST   57 STREET",10019,2126492724,American,FALSE
1953,41561100,"SOPHIE'S CUBAN CUISINE",MANHATTAN,96,"CHAMBERS STREET",10007,2126089900,Spanish,FALSE
1954,50040296,GAMMEEOK,MANHATTAN,9,"W 32ND ST",10001,2128681180,Korean,FALSE
1955,50000210,"LA PICCOLA CUCINA",MANHATTAN,964,"AMSTERDAM AVE",10025,2128661336,Italian,FALSE
1956,41511273,BETTOLONA,MANHATTAN,3143,BROADWAY,10027,2127491125,Italian,FALSE
1957,41570817,"PATZERIA FAMILY & FRIENDS",MANHATTAN,311,"WEST   48 STREET",10036,2122454343,Italian,FALSE
1958,41626013,BLOCKHEADS,MANHATTAN,175,"WEST   90 STREET",10024,2125107410,Tex-Mex,FALSE
1959,41718421,VINATERIA,MANHATTAN,2211,"FREDERICK DOUGLAS BOULEVARD",10026,2126628462,American,FALSE
1960,41426077,"GEORGIO'S PIZZERIA",MANHATTAN,20,"BEAVER STREET",10004,2123616160,Pizza,FALSE
1961,50006278,"HAPPY BONES",MANHATTAN,394,"BROOME ST",10013,2126733754,CafÃƒÂ©/Coffee/Tea,FALSE
1962,50001531,"HANE SUSHI",MANHATTAN,346,"1ST AVENUE",10009,2125989889,Japanese,FALSE
1963,50016760,"BUTTERCUP BAKE SHOP",MANHATTAN,973,"2ND AVE",10022,2123504144,Bakery,FALSE
1964,50001019,"BROADWAY CAFE",MANHATTAN,1123,BROADWAY,10010,2127279797,Delicatessen,FALSE
1965,50033800,"CAFE/ 911 MUSEUM",MANHATTAN,180,"GREENWICH ST",10007,2123128800,CafÃƒÂ©/Coffee/Tea,FALSE
1966,40569633,"BOCCA DI BACCO",MANHATTAN,635,"NINTH AVENUE",10036,2122622525,Italian,FALSE
1967,41418529,SUBWAY,MANHATTAN,201,"EAST  116 STREET",10029,2129965864,American,FALSE
1968,41557377,"JONES WOOD FOUNDRY",MANHATTAN,401,"EAST   76 STREET",10021,2122492700,English,FALSE
1969,50002313,"THE BUTHCHER'S DAUGHTER MARKET",MANHATTAN,166,"ELIZABETH STREET",10012,2122193434,"Juice, Smoothies, Fruit Salads",FALSE
